Sales Person,Geography,Product,Date,Sales,Boxes
Wilone O'Kielt,Australia,Raspberry Choco,03-01-2024,"$1,386 ",29
Kaine Padly,Canada   ,Smooth Silky Salty,01-01-2024,"$6,410 ",105
Husein Augar,Australia ,Spicy Special Slims,13-11-2023,"$2,297 ",28
Wilone O'Kielt,New Zealand  ,Caramel Stuffed Bars,28-04-2023,"$5,013 ",416
Jehu Rudeforth,Canada   ,Almond Choco,19-02-2024,"$2,106 ",318
Roddy Speechley,Australia,99% Dark & Pure,18-01-2024,"$2,138 ",312
Husein Augar,India ,Caramel Stuffed Bars,28-09-2023,"$7,234 ",487
Roddy Speechley,Australia,85% Dark Bars,01-02-2024,"$4,734 ",194
Oby Sorrel,India   ,Orange Choco,12-12-2023,"$6,109 ",210
Barr Faughny,USA,70% Dark Bites,01-06-2023,$635 ,251
Karlen McCaffrey,India  ,Raspberry Choco,10-04-2023,"$6,764 ",1040
Curtice Advani,UK ,Milk Bars,10-07-2023,$392 ,74
Gigi Bohling,New Zealand  ,70% Dark Bites,20-09-2023,"$2,021 ",53
Kelci Walkden,Australia   ,70% Dark Bites,17-05-2023,"$5,785 ",2081
Van Tuxwell,Australia   ,Spicy Special Slims,27-04-2023,"$1,577 ",153
Jan Morforth,UK,Peanut Butter Cubes,10-02-2023,"$6,887 ",129
Karlen McCaffrey,USA,Drinking Coco,17-03-2023,"$4,874 ",479
Curtice Advani,Canada   ,Almond Choco,13-04-2023,"$4,547 ",517
Madelene Upcott,India,Milk Bars,12-04-2023,"$1,658 ",15
Husein Augar,Australia  ,Choco Coated Almonds,27-07-2023,"$14,639 ",13
Rafaelita Blaksland,UK ,Orange Choco,13-07-2023,"$11,529 ",537
Kelci Walkden,New Zealand,Fruit & Nut Bars,01-06-2023,"$12,650 ",779
Van Tuxwell,India,Baker's Choco Chips,07-07-2023,"$1,373 ",289
Brien Boise,USA,Baker's Choco Chips,31-05-2023,"$1,478 ",223
Jehu Rudeforth,USA ,Peanut Butter Cubes,19-04-2023,"$8,800 ",587
Camilla Castle,UK ,70% Dark Bites,27-10-2023,"$2,248 ",954
Beverie Moffet,Canada   ,Choco Coated Almonds,09-05-2023,"$3,944 ",454
Jehu Rudeforth,India ,White Choc,17-08-2023,"$4,766 ",85
Gunar Cockshoot,New Zealand   ,Peanut Butter Cubes,08-02-2023,"$13,052 ",233
Roddy Speechley,Australia ,Choco Coated Almonds,21-12-2023,"$2,126 ",132
Brien Boise,Australia  ,Spicy Special Slims,29-05-2023,$790 ,382
Karlen McCaffrey,UK ,50% Dark Bites,01-08-2023,"$5,679 ",118
Curtice Advani,New Zealand,99% Dark & Pure,22-01-2024,"$10,937 ",206
Gunar Cockshoot,India ,White Choc,29-09-2023,"$7,385 ",212
Mallorie Waber,Canada   ,Organic Choco Syrup,11-07-2023,"$8,818 ",3
Madelene Upcott,India  ,Eclairs,01-11-2023,"$1,505 ",755
Dotty Strutley,India ,Baker's Choco Chips,29-06-2023,"$6,145 ",552
Madelene Upcott,India ,Almond Choco,02-02-2023,"$1,046 ",3
Curtice Advani,New Zealand,White Choc,05-05-2023,"$1,352 ",49
Kelci Walkden,USA,Spicy Special Slims,23-06-2023,"$7,418 ",288
Brien Boise,UK  ,50% Dark Bites,04-05-2023,"$7,709 ",0
Gunar Cockshoot,New Zealand   ,Almond Choco,08-05-2023,$331 ,57
Rafaelita Blaksland,India   ,Caramel Stuffed Bars,12-10-2023,"$1,762 ",121
Curtice Advani,UK  ,50% Dark Bites,05-12-2023,"$4,709 ",103
Dotty Strutley,Canada   ,Fruit & Nut Bars,18-08-2023,"$7,405 ",555
Beverie Moffet,India ,99% Dark & Pure,20-11-2023,"$11,574 ",507
Camilla Castle,UK,Caramel Stuffed Bars,21-02-2023,"$6,743 ",211
Karlen McCaffrey,UK,Fruit & Nut Bars,25-05-2023,"$1,629 ",654
Mallorie Waber,India,Caramel Stuffed Bars,30-06-2023,"$3,301 ",348
Curtice Advani,India   ,99% Dark & Pure,01-02-2024,"$8,312 ",298
Brien Boise,USA,Peanut Butter Cubes,28-11-2023,"$9,905 ",244
Roddy Speechley,India  ,70% Dark Bites,30-11-2023,$556 ,485
Beverie Moffet,India ,Baker's Choco Chips,21-02-2023,$889 ,503
Oby Sorrel,New Zealand ,After Nines,21-03-2023,"$6,496 ",412
Jan Morforth,New Zealand  ,Orange Choco,21-07-2023,"$8,577 ",705
Andria Kimpton,UK ,Spicy Special Slims,17-10-2023,"$3,906 ",385
Madelene Upcott,Canada   ,After Nines,08-12-2023,$396 ,458
Andria Kimpton,UK   ,Milk Bars,27-10-2023,"$3,816 ",157
Mallorie Waber,New Zealand  ,After Nines,25-08-2023,"$8,613 ",521
Dotty Strutley,Australia,Baker's Choco Chips,13-11-2023,"$2,583 ",352
Brien Boise,Canada ,Mint Chip Choco,25-09-2023,$536 ,394
Oby Sorrel,Australia  ,Fruit & Nut Bars,14-02-2023,"$4,475 ",247
Wilone O'Kielt,UK,70% Dark Bites,24-04-2023,"$5,906 ",269
Rafaelita Blaksland,Canada ,White Choc,05-04-2023,"$4,041 ",599
Gigi Bohling,Australia  ,70% Dark Bites,26-05-2023,"$5,346 ",36
Ches Bonnell,Australia,Smooth Silky Salty,19-07-2023,"$16,522 ",302
Madelene Upcott,Canada  ,Smooth Silky Salty,07-12-2023,$686 ,258
Marney O'Breen,Australia,Spicy Special Slims,19-02-2024,"$3,719 ",471
Madelene Upcott,New Zealand ,Peanut Butter Cubes,22-11-2023,"$8,858 ",29
Jan Morforth,Australia   ,Smooth Silky Salty,25-09-2023,"$10,980 ",317
Roddy Speechley,USA   ,Organic Choco Syrup,21-12-2023,"$3,913 ",170
Kelci Walkden,New Zealand  ,White Choc,11-08-2023,"$2,943 ",415
Barr Faughny,India   ,Choco Coated Almonds,12-10-2023,"$1,211 ",405
Husein Augar,New Zealand   ,85% Dark Bars,16-01-2024,"$8,998 ",240
Gigi Bohling,USA  ,Milk Bars,01-06-2023,"$4,653 ",423
Beverie Moffet,Australia,Orange Choco,29-11-2023,"$7,277 ",122
Kelci Walkden,New Zealand,Milk Bars,15-01-2024,"$1,895 ",157
Mallorie Waber,New Zealand  ,70% Dark Bites,15-02-2024,"$5,828 ",175
Oby Sorrel,India ,Mint Chip Choco,06-10-2023,"$5,065 ",357
Jan Morforth,Australia ,85% Dark Bars,23-05-2023,"$7,394 ",398
Oby Sorrel,New Zealand,Milk Bars,09-02-2024,"$2,833 ",331
Kelci Walkden,USA   ,Eclairs,25-12-2023,"$6,125 ",154
Kelci Walkden,New Zealand ,Almond Choco,23-06-2023,"$5,216 ",213
Jan Morforth,Canada  ,Organic Choco Syrup,18-08-2023,"$8,163 ",155
Beverie Moffet,India   ,70% Dark Bites,01-05-2023,"$2,043 ",97
Camilla Castle,India   ,Peanut Butter Cubes,09-06-2023,"$4,257 ",248
Barr Faughny,Canada,Baker's Choco Chips,02-06-2023,"$7,785 ",14
Dennison Crosswaite,USA   ,99% Dark & Pure,13-04-2023,"$3,697 ",291
Oby Sorrel,Canada   ,After Nines,12-05-2023,$502 ,37
Barr Faughny,Australia   ,White Choc,25-09-2023,"$4,309 ",224
Wilone O'Kielt,Canada,Mint Chip Choco,06-07-2023,$536 ,146
Barr Faughny,Canada  ,Choco Coated Almonds,20-03-2023,"$10,213 ",813
Brien Boise,USA,Organic Choco Syrup,01-03-2023,"$5,522 ",49
Oby Sorrel,Australia  ,Manuka Honey Choco,12-10-2023,"$8,946 ",396
Karlen McCaffrey,India,After Nines,12-09-2023,"$1,535 ",27
Oby Sorrel,India,After Nines,10-03-2023,"$10,838 ",400
Marney O'Breen,USA   ,99% Dark & Pure,20-12-2023,"$10,737 ",82
Husein Augar,Australia,Baker's Choco Chips,01-08-2023,"$7,178 ",176
Jehu Rudeforth,Canada  ,Milk Bars,04-12-2023,"$1,087 ",51
Karlen McCaffrey,Australia   ,Baker's Choco Chips,18-10-2023,"$3,105 ",131
Wilone O'Kielt,USA ,Fruit & Nut Bars,31-03-2023,"$8,780 ",225
Dennison Crosswaite,Canada,Spicy Special Slims,13-06-2023,"$4,158 ",658
Marney O'Breen,New Zealand,Mint Chip Choco,18-08-2023,"$1,229 ",342
Wilone O'Kielt,UK,White Choc,16-11-2023,"$4,280 ",542
Dotty Strutley,USA  ,Orange Choco,06-02-2023,"$10,334 ",360
Andria Kimpton,UK ,Drinking Coco,18-01-2024,"$4,705 ",352
Barr Faughny,Australia  ,Fruit & Nut Bars,31-01-2024,"$8,188 ",70
Gigi Bohling,Canada,Mint Chip Choco,21-03-2023,"$5,641 ",897
Oby Sorrel,Canada   ,Milk Bars,05-02-2024,"$4,570 ",17
Gunar Cockshoot,Australia,Fruit & Nut Bars,06-07-2023,"$5,954 ",264
Karlen McCaffrey,New Zealand,Raspberry Choco,07-06-2023,$866 ,74
Marney O'Breen,UK,70% Dark Bites,13-11-2023,"$12,688 ",2059
Karlen McCaffrey,Australia,Orange Choco,23-01-2024,$605 ,8
Jehu Rudeforth,USA,White Choc,01-09-2023,"$4,442 ",129
Kaine Padly,New Zealand,Organic Choco Syrup,30-11-2023,"$5,108 ",67
Barr Faughny,USA,Organic Choco Syrup,27-07-2023,"$6,365 ",124
Camilla Castle,New Zealand,Orange Choco,05-09-2023,"$11,763 ",1433
Jehu Rudeforth,Canada,After Nines,27-09-2023,"$5,166 ",238
Dotty Strutley,New Zealand,After Nines,05-06-2023,"$10,415 ",142
Husein Augar,Canada ,Baker's Choco Chips,09-06-2023,"$7,468 ",170
Mallorie Waber,Canada  ,Almond Choco,09-06-2023,"$5,141 ",409
Dotty Strutley,Australia ,Mint Chip Choco,21-12-2023,"$6,125 ",419
Gunar Cockshoot,USA  ,99% Dark & Pure,14-03-2023,"$1,719 ",367
Van Tuxwell,USA,Eclairs,27-10-2023,$749 ,250
Curtice Advani,Australia  ,White Choc,20-03-2023,"$3,688 ",74
Gunar Cockshoot,New Zealand ,Orange Choco,19-12-2023,"$1,224 ",364
Oby Sorrel,Australia   ,Orange Choco,29-11-2023,"$1,364 ",270
Camilla Castle,UK  ,Mint Chip Choco,22-08-2023,"$8,737 ",114
Jan Morforth,Australia,70% Dark Bites,26-04-2023,$371 ,648
Oby Sorrel,USA   ,Smooth Silky Salty,07-04-2023,"$6,086 ",625
Brien Boise,Canada,Peanut Butter Cubes,01-06-2023,"$8,260 ",190
Kelci Walkden,USA   ,Drinking Coco,07-12-2023,"$2,975 ",165
Jan Morforth,Australia,Peanut Butter Cubes,05-05-2023,"$9,261 ",93
Mallorie Waber,Australia   ,Raspberry Choco,07-08-2023,$905 ,591
Beverie Moffet,Canada  ,Spicy Special Slims,05-05-2023,"$3,911 ",457
Kelci Walkden,Canada   ,85% Dark Bars,29-09-2023,"$1,737 ",62
Kelci Walkden,USA  ,85% Dark Bars,14-02-2023,"$2,855 ",365
Oby Sorrel,Canada  ,Peanut Butter Cubes,09-01-2024,"$7,355 ",73
Karlen McCaffrey,New Zealand  ,Peanut Butter Cubes,08-12-2023,"$8,015 ",150
Husein Augar,UK  ,Smooth Silky Salty,15-08-2023,"$1,998 ",376
Wilone O'Kielt,Canada   ,Baker's Choco Chips,23-02-2024,"$2,095 ",221
Oby Sorrel,New Zealand ,Baker's Choco Chips,20-07-2023,"$8,267 ",432
Dotty Strutley,USA   ,Drinking Coco,20-09-2023,"$5,112 ",190
Barr Faughny,India ,Raspberry Choco,09-02-2023,"$7,544 ",543
Andria Kimpton,Australia  ,Drinking Coco,24-04-2023,"$3,623 ",980
Ches Bonnell,New Zealand ,Organic Choco Syrup,08-12-2023,"$3,283 ",473
Dotty Strutley,USA ,70% Dark Bites,12-01-2024,"$6,156 ",50
Dotty Strutley,Canada ,White Choc,15-03-2023,"$4,705 ",429
Van Tuxwell,New Zealand   ,Spicy Special Slims,14-04-2023,"$1,242 ",162
Andria Kimpton,Canada ,Almond Choco,16-10-2023,$927 ,141
Oby Sorrel,UK  ,Fruit & Nut Bars,21-02-2023,"$2,106 ",542
Kaine Padly,Canada   ,85% Dark Bars,28-07-2023,"$5,220 ",554
Husein Augar,UK  ,85% Dark Bars,13-09-2023,"$2,700 ",175
Dennison Crosswaite,USA  ,Eclairs,23-02-2023,"$6,116 ",174
Rafaelita Blaksland,New Zealand   ,Smooth Silky Salty,21-04-2023,"$11,898 ",52
Gigi Bohling,India ,85% Dark Bars,09-10-2023,"$1,420 ",118
Brien Boise,Australia,Drinking Coco,06-06-2023,"$4,480 ",858
Van Tuxwell,Canada  ,99% Dark & Pure,03-03-2023,"$7,029 ",39
Van Tuxwell,Australia,70% Dark Bites,21-03-2023,"$9,844 ",276
Madelene Upcott,UK ,Caramel Stuffed Bars,08-03-2023,"$7,333 ",1260
Jan Morforth,Canada,85% Dark Bars,24-01-2024,"$3,749 ",414
Jan Morforth,India,Eclairs,21-02-2024,"$2,932 ",137
Marney O'Breen,USA  ,Fruit & Nut Bars,22-01-2024,"$9,758 ",240
Rafaelita Blaksland,Australia,Baker's Choco Chips,20-07-2023,"$2,117 ",576
Husein Augar,India   ,Eclairs,06-06-2023,"$3,209 ",63
Jehu Rudeforth,Canada  ,99% Dark & Pure,13-12-2023,"$9,290 ",148
Marney O'Breen,Canada   ,Milk Bars,02-11-2023,"$2,813 ",124
Wilone O'Kielt,India   ,Choco Coated Almonds,02-03-2023,"$10,008 ",499
Husein Augar,Canada  ,Orange Choco,30-01-2024,"$6,217 ",62
Brien Boise,USA  ,Choco Coated Almonds,07-08-2023,"$1,015 ",273
Ches Bonnell,Australia ,99% Dark & Pure,05-09-2023,"$12,263 ",22
Dennison Crosswaite,Canada ,After Nines,10-11-2023,"$10,494 ",291
Wilone O'Kielt,India  ,Organic Choco Syrup,28-12-2023,"$12,625 ",587
Van Tuxwell,USA   ,Mint Chip Choco,19-07-2023,"$4,797 ",534
Kelci Walkden,India  ,Peanut Butter Cubes,19-05-2023,"$2,387 ",216
Van Tuxwell,UK,85% Dark Bars,01-02-2024,"$3,056 ",56
Barr Faughny,New Zealand,50% Dark Bites,11-04-2023,"$5,920 ",380
Van Tuxwell,India,Choco Coated Almonds,28-09-2023,"$1,609 ",236
Marney O'Breen,New Zealand,Raspberry Choco,06-09-2023,"$3,663 ",555
Dennison Crosswaite,USA  ,Drinking Coco,06-02-2024,"$4,727 ",475
Karlen McCaffrey,Canada  ,Peanut Butter Cubes,12-02-2024,"$3,065 ",192
Beverie Moffet,USA ,White Choc,11-01-2024,$461 ,185
Oby Sorrel,USA ,Organic Choco Syrup,17-11-2023,"$11,086 ",823
Andria Kimpton,UK   ,Mint Chip Choco,25-09-2023,"$1,863 ",355
Van Tuxwell,USA  ,White Choc,21-03-2023,"$9,981 ",630
Camilla Castle,UK,White Choc,26-10-2023,$347 ,42
Dotty Strutley,Canada  ,Peanut Butter Cubes,22-03-2023,"$8,930 ",441
Dotty Strutley,USA ,Fruit & Nut Bars,06-02-2024,"$3,209 ",946
Dennison Crosswaite,New Zealand  ,Almond Choco,30-01-2024,$468 ,1548
Beverie Moffet,India ,Mint Chip Choco,22-02-2023,$747 ,592
Jehu Rudeforth,Canada   ,Orange Choco,22-01-2024,"$5,416 ",54
Ches Bonnell,Canada ,Choco Coated Almonds,29-05-2023,"$4,547 ",678
Brien Boise,UK   ,Fruit & Nut Bars,27-09-2023,"$4,343 ",794
Andria Kimpton,Canada  ,Peanut Butter Cubes,14-09-2023,"$10,820 ",119
Dennison Crosswaite,Canada,Baker's Choco Chips,12-01-2024,"$1,809 ",22
Beverie Moffet,Canada,Smooth Silky Salty,12-05-2023,"$3,123 ",77
Husein Augar,New Zealand,Peanut Butter Cubes,29-09-2023,"$1,913 ",180
Roddy Speechley,India ,Baker's Choco Chips,01-02-2023,"$6,674 ",381
Kelci Walkden,UK  ,Baker's Choco Chips,10-03-2023,"$4,417 ",238
Curtice Advani,India  ,Orange Choco,04-08-2023,"$3,245 ",305
Camilla Castle,Canada ,After Nines,12-10-2023,"$12,481 ",63
Gunar Cockshoot,UK,Peanut Butter Cubes,26-05-2023,"$9,333 ",156
Curtice Advani,USA  ,Drinking Coco,29-06-2023,"$5,186 ",44
Kelci Walkden,Australia   ,Milk Bars,03-07-2023,"$5,227 ",774
Roddy Speechley,USA  ,50% Dark Bites,03-08-2023,"$7,151 ",306
Rafaelita Blaksland,Australia ,After Nines,10-02-2023,"$12,224 ",93
Mallorie Waber,India,Drinking Coco,02-08-2023,"$4,464 ",476
Kaine Padly,Canada  ,Milk Bars,27-09-2023,"$7,675 ",36
Madelene Upcott,UK ,Spicy Special Slims,19-04-2023,"$3,767 ",81
Wilone O'Kielt,Australia ,Milk Bars,27-02-2024,"$12,818 ",382
Dotty Strutley,New Zealand ,White Choc,06-02-2023,$79 ,185
Wilone O'Kielt,New Zealand  ,Almond Choco,14-04-2023,"$16,758 ",647
Jan Morforth,India,Smooth Silky Salty,10-01-2024,"$6,728 ",515
Curtice Advani,Australia ,Smooth Silky Salty,07-02-2023,"$12,641 ",296
Kelci Walkden,Australia ,Baker's Choco Chips,21-07-2023,$947 ,24
Barr Faughny,UK,Manuka Honey Choco,10-11-2023,"$4,115 ",158
Jehu Rudeforth,USA  ,Orange Choco,17-01-2024,"$1,447 ",299
Brien Boise,India   ,White Choc,02-02-2023,"$4,532 ",808
Marney O'Breen,UK  ,85% Dark Bars,26-05-2023,"$6,404 ",393
Ches Bonnell,USA ,Almond Choco,03-07-2023,"$3,456 ",283
Curtice Advani,UK  ,Almond Choco,15-05-2023,"$4,435 ",325
Karlen McCaffrey,UK ,White Choc,19-02-2024,"$6,005 ",302
Barr Faughny,Australia ,70% Dark Bites,16-10-2023,$452 ,47
Van Tuxwell,New Zealand   ,85% Dark Bars,26-02-2024,"$10,771 ",382
Roddy Speechley,USA,White Choc,30-10-2023,"$3,695 ",428
Kaine Padly,New Zealand,99% Dark & Pure,27-06-2023,"$9,484 ",549
Wilone O'Kielt,Canada,85% Dark Bars,30-08-2023,"$1,334 ",93
Gunar Cockshoot,USA,Organic Choco Syrup,15-11-2023,"$10,631 ",364
Kelci Walkden,India ,Raspberry Choco,09-06-2023,"$4,588 ",236
Jan Morforth,Canada ,Manuka Honey Choco,04-07-2023,"$2,993 ",492
Brien Boise,USA ,Mint Chip Choco,06-10-2023,"$2,891 ",322
Brien Boise,Canada  ,Drinking Coco,14-06-2023,"$5,103 ",579
Roddy Speechley,New Zealand  ,70% Dark Bites,23-02-2023,"$4,903 ",35
Dotty Strutley,UK ,After Nines,21-02-2023,"$2,909 ",107
Dotty Strutley,UK  ,Organic Choco Syrup,31-03-2023,"$11,464 ",44
Madelene Upcott,Canada   ,85% Dark Bars,22-01-2024,"$1,782 ",15
Dennison Crosswaite,UK,Manuka Honey Choco,01-06-2023,"$9,817 ",382
Camilla Castle,New Zealand,White Choc,17-08-2023,"$3,562 ",352
Brien Boise,New Zealand,Almond Choco,15-09-2023,"$13,511 ",592
Wilone O'Kielt,India ,Manuka Honey Choco,07-02-2023,"$10,832 ",142
Mallorie Waber,UK ,99% Dark & Pure,03-04-2023,"$5,231 ",41
Wilone O'Kielt,Australia,Organic Choco Syrup,12-09-2023,$2 ,598
Gunar Cockshoot,Canada,Baker's Choco Chips,28-08-2023,"$9,848 ",256
Oby Sorrel,UK   ,Eclairs,14-08-2023,"$6,539 ",40
Jan Morforth,USA ,Milk Bars,23-06-2023,"$2,817 ",413
Gigi Bohling,Canada ,Organic Choco Syrup,07-06-2023,"$13,723 ",290
Brien Boise,USA  ,Almond Choco,26-10-2023,"$13,723 ",249
Beverie Moffet,Australia   ,Drinking Coco,19-10-2023,"$5,528 ",353
Rafaelita Blaksland,Canada,Eclairs,13-09-2023,$592 ,90
Dennison Crosswaite,New Zealand  ,Choco Coated Almonds,14-02-2023,$986 ,200
Jan Morforth,USA   ,Choco Coated Almonds,15-01-2024,"$6,899 ",84
Kelci Walkden,Canada   ,Peanut Butter Cubes,15-02-2024,"$6,721 ",170
Wilone O'Kielt,New Zealand,Baker's Choco Chips,16-06-2023,"$2,646 ",37
Ches Bonnell,Canada,Raspberry Choco,08-02-2023,"$1,897 ",201
Jehu Rudeforth,Australia,After Nines,10-04-2023,"$6,851 ",2
Beverie Moffet,Canada  ,Milk Bars,19-10-2023,"$11,603 ",9
Ches Bonnell,UK   ,50% Dark Bites,03-04-2023,"$2,833 ",265
Andria Kimpton,New Zealand  ,Raspberry Choco,24-01-2024,"$3,503 ",451
Brien Boise,Australia  ,Organic Choco Syrup,25-09-2023,"$6,307 ",632
Jehu Rudeforth,USA   ,99% Dark & Pure,07-12-2023,"$11,840 ",56
Jehu Rudeforth,New Zealand   ,Drinking Coco,14-12-2023,"$4,624 ",308
Dennison Crosswaite,USA ,Organic Choco Syrup,10-04-2023,"$10,877 ",337
Rafaelita Blaksland,India  ,Orange Choco,06-02-2023,"$8,701 ",169
Rafaelita Blaksland,USA ,Choco Coated Almonds,14-03-2023,"$8,575 ",301
Karlen McCaffrey,Canada  ,Milk Bars,07-08-2023,"$1,289 ",427
Rafaelita Blaksland,USA  ,Raspberry Choco,03-07-2023,"$8,325 ",83
Dennison Crosswaite,New Zealand,99% Dark & Pure,30-03-2023,"$3,362 ",168
Oby Sorrel,Australia ,Mint Chip Choco,15-01-2024,"$4,667 ",159
Karlen McCaffrey,UK,Milk Bars,12-04-2023,"$2,108 ",7
Brien Boise,UK   ,Organic Choco Syrup,26-04-2023,"$10,782 ",69
Mallorie Waber,India   ,Raspberry Choco,15-12-2023,"$5,834 ",336
Gunar Cockshoot,Australia  ,Raspberry Choco,10-02-2023,"$1,280 ",822
Marney O'Breen,New Zealand,White Choc,25-09-2023,"$7,785 ",17
Roddy Speechley,USA ,70% Dark Bites,05-02-2024,"$2,108 ",704
Ches Bonnell,India  ,85% Dark Bars,19-07-2023,"$4,498 ",284
Van Tuxwell,India,Caramel Stuffed Bars,15-02-2024,"$2,752 ",1757
Ches Bonnell,USA ,Baker's Choco Chips,20-02-2023,"$5,580 ",1069
Van Tuxwell,Australia  ,Peanut Butter Cubes,16-10-2023,"$5,902 ",15
Husein Augar,USA  ,Milk Bars,24-04-2023,$333 ,371
Kaine Padly,Australia ,Raspberry Choco,16-02-2024,"$7,803 ",365
Husein Augar,UK,50% Dark Bites,11-10-2023,"$2,491 ",178
Gigi Bohling,Australia  ,99% Dark & Pure,28-12-2023,"$6,770 ",100
Karlen McCaffrey,New Zealand,Manuka Honey Choco,22-01-2024,"$3,461 ",552
Karlen McCaffrey,Canada   ,White Choc,04-07-2023,"$3,958 ",258
Barr Faughny,USA,Peanut Butter Cubes,23-05-2023,"$10,872 ",241
Mallorie Waber,New Zealand   ,Baker's Choco Chips,23-08-2023,"$8,690 ",251
Kaine Padly,USA   ,Raspberry Choco,08-05-2023,"$13,892 ",538
Madelene Upcott,New Zealand,Mint Chip Choco,14-07-2023,"$3,823 ",120
Madelene Upcott,Australia ,85% Dark Bars,24-01-2024,$353 ,521
Dotty Strutley,Canada   ,Milk Bars,14-06-2023,"$5,598 ",573
Kelci Walkden,Australia,After Nines,08-05-2023,$353 ,696
Ches Bonnell,India  ,Choco Coated Almonds,06-10-2023,"$3,281 ",583
Andria Kimpton,Canada  ,Raspberry Choco,06-10-2023,"$4,484 ",455
Husein Augar,Canada   ,Spicy Special Slims,08-05-2023,"$5,099 ",244
Rafaelita Blaksland,Canada ,50% Dark Bites,25-04-2023,"$8,039 ",173
Jan Morforth,India  ,Caramel Stuffed Bars,01-05-2023,"$5,411 ",365
Barr Faughny,New Zealand,Peanut Butter Cubes,14-12-2023,"$6,890 ",195
Gigi Bohling,New Zealand  ,Raspberry Choco,22-01-2024,"$1,285 ",519
Oby Sorrel,UK   ,85% Dark Bars,29-02-2024,"$5,294 ",43
Oby Sorrel,New Zealand ,85% Dark Bars,09-03-2023,"$3,215 ",33
Wilone O'Kielt,Canada,Almond Choco,16-02-2024,"$6,422 ",128
Brien Boise,India,99% Dark & Pure,25-08-2023,"$3,040 ",286
Jehu Rudeforth,New Zealand ,White Choc,17-01-2024,"$9,405 ",483
Mallorie Waber,USA,White Choc,11-05-2023,$398 ,246
Curtice Advani,USA  ,50% Dark Bites,29-01-2024,"$12,269 ",206
Andria Kimpton,Australia,Raspberry Choco,02-03-2023,"$8,825 ",98
Marney O'Breen,New Zealand  ,Peanut Butter Cubes,12-09-2023,"$5,155 ",757
Oby Sorrel,New Zealand  ,Peanut Butter Cubes,21-02-2023,"$6,712 ",82
Curtice Advani,New Zealand ,Mint Chip Choco,24-07-2023,"$3,587 ",531
Kelci Walkden,Australia,Peanut Butter Cubes,01-03-2023,"$6,926 ",18
Oby Sorrel,USA,Eclairs,08-02-2023,"$3,749 ",324
Jehu Rudeforth,Australia,70% Dark Bites,28-07-2023,"$6,014 ",1407
Wilone O'Kielt,USA  ,Orange Choco,17-10-2023,"$4,781 ",562
Madelene Upcott,UK,Mint Chip Choco,09-05-2023,"$1,424 ",30
Andria Kimpton,UK,50% Dark Bites,03-01-2024,$995 ,184
Kaine Padly,Australia  ,Caramel Stuffed Bars,14-06-2023,"$8,564 ",385
Kaine Padly,India   ,White Choc,10-04-2023,"$5,362 ",312
Gigi Bohling,Australia,Mint Chip Choco,29-11-2023,"$6,761 ",133
Wilone O'Kielt,USA,99% Dark & Pure,10-01-2024,"$6,791 ",11
Dotty Strutley,New Zealand   ,Drinking Coco,22-02-2023,"$5,391 ",391
Curtice Advani,UK   ,After Nines,11-01-2024,"$6,404 ",461
Madelene Upcott,New Zealand  ,Orange Choco,07-03-2023,"$3,987 ",145
Brien Boise,Australia ,Raspberry Choco,06-06-2023,"$11,063 ",593
Gunar Cockshoot,India ,Milk Bars,16-10-2023,"$3,839 ",20
Gigi Bohling,USA  ,Baker's Choco Chips,01-12-2023,"$2,106 ",425
Wilone O'Kielt,USA  ,Organic Choco Syrup,12-01-2024,"$10,951 ",163
Wilone O'Kielt,India,Smooth Silky Salty,10-04-2023,"$8,051 ",323
Jan Morforth,USA ,50% Dark Bites,12-04-2023,"$4,763 ",326
Brien Boise,USA  ,After Nines,30-11-2023,$972 ,36
Gigi Bohling,New Zealand ,Organic Choco Syrup,04-12-2023,"$5,292 ",87
Curtice Advani,Canada ,85% Dark Bars,13-02-2023,"$10,332 ",375
Andria Kimpton,New Zealand,70% Dark Bites,21-07-2023,"$11,770 ",2
Gunar Cockshoot,New Zealand   ,Milk Bars,13-04-2023,"$14,722 ",100
Curtice Advani,India   ,50% Dark Bites,14-12-2023,"$1,967 ",119
Roddy Speechley,New Zealand  ,Choco Coated Almonds,25-08-2023,"$8,372 ",583
Barr Faughny,Canada  ,Drinking Coco,09-06-2023,"$6,509 ",144
Beverie Moffet,Canada  ,70% Dark Bites,26-10-2023,"$6,174 ",419
Curtice Advani,UK ,70% Dark Bites,08-02-2024,"$2,126 ",20
Jehu Rudeforth,Australia,Drinking Coco,25-01-2024,"$5,684 ",84
Dennison Crosswaite,USA   ,Caramel Stuffed Bars,18-01-2024,"$8,642 ",5
Van Tuxwell,Australia ,Baker's Choco Chips,05-10-2023,"$4,354 ",527
Kelci Walkden,Australia  ,Almond Choco,18-10-2023,"$11,552 ",892
Van Tuxwell,New Zealand   ,70% Dark Bites,20-02-2023,"$7,387 ",272
Camilla Castle,Canada  ,Choco Coated Almonds,26-07-2023,"$9,799 ",7
Kelci Walkden,UK,After Nines,26-09-2023,"$11,432 ",12
Ches Bonnell,UK,Baker's Choco Chips,02-06-2023,"$8,264 ",721
Kelci Walkden,India,Caramel Stuffed Bars,10-07-2023,"$4,680 ",814
Jan Morforth,UK  ,Fruit & Nut Bars,25-01-2024,"$6,138 ",126
Gigi Bohling,Australia ,White Choc,14-03-2023,"$9,864 ",937
Van Tuxwell,New Zealand,Smooth Silky Salty,15-02-2024,"$4,003 ",135
